sample_id,class_id,action_name,user_id,trial_id,fold_split,frame_id,timestamp,frame_key,skeleton_json_path,duplicate_json_files_for_frame,people_count,candidate_index,selection_margin,selection_reason,clean_status,use_for_frame_training,valid_common_joints,projection_fit_user,scope_validation_user,retained_segment_index
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,151,2025-06-10_10-43-49.016,2025-06-10_10-43-49.016_00000151,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.016_00000151.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,152,2025-06-10_10-43-49.116,2025-06-10_10-43-49.116_00000152,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.116_00000152.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,153,2025-06-10_10-43-49.216,2025-06-10_10-43-49.216_00000153,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.216_00000153.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,154,2025-06-10_10-43-49.316,2025-06-10_10-43-49.316_00000154,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.316_00000154.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,155,2025-06-10_10-43-49.416,2025-06-10_10-43-49.416_00000155,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.416_00000155.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,156,2025-06-10_10-43-49.516,2025-06-10_10-43-49.516_00000156,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.516_00000156.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,157,2025-06-10_10-43-49.616,2025-06-10_10-43-49.616_00000157,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.616_00000157.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,158,2025-06-10_10-43-49.716,2025-06-10_10-43-49.716_00000158,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.716_00000158.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,159,2025-06-10_10-43-49.816,2025-06-10_10-43-49.816_00000159,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.816_00000159.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,160,2025-06-10_10-43-49.916,2025-06-10_10-43-49.916_00000160,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-49.916_00000160.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,161,2025-06-10_10-43-50.016,2025-06-10_10-43-50.016_00000161,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-50.016_00000161.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,162,2025-06-10_10-43-50.116,2025-06-10_10-43-50.116_00000162,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-50.116_00000162.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,163,2025-06-10_10-43-50.216,2025-06-10_10-43-50.216_00000163,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-50.216_00000163.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,164,2025-06-10_10-43-50.316,2025-06-10_10-43-50.316_00000164,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-50.316_00000164.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,165,2025-06-10_10-43-50.416,2025-06-10_10-43-50.416_00000165,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-50.416_00000165.json,1,1,0.0,,single_person,retained,True,,True,False,0
train__c00__user16__1-1-1,0,Wash_face,user16,1-1-1,train,166,2025-06-10_10-43-50.516,2025-06-10_10-43-50.516_00000166,Skeleton/0_Wash_face/user16/1-1-1/predictions/Color_2025-06-10_10-43-50.516_00000166.json,1,1,0.0,,single_person,retained,True,,True,False,0
